acordao,ementa,relator,comarca,orgao_julgador,data_julgamento,data_publicacao,outros_numeros
1005567-28.2021.8.26.0529,Recurso Inominado – Fazenda Pública - Delegado de Polícia - Gratificação por Acúmulo de Titularidade - GAT - Verba de caráter indenizatório - Não submissão teto constitucional - Precedentes do E. Tribunal de Justiça Bandeirante - Sentença mantida por seus próprios fundamentos - Recurso improvido.,Jamil Chaim Alves,Santana de Parnaíba,Turma da Fazenda Pública,24/11/2022,24/11/2022,
1013516-13.2020.8.26.0344,"Agravo interno. Controvérsia decidida com fundamento em legislação infraconstitucional local cuja análise é inviável em sede de recurso extraordinário. Decisão monocrática do Excelso Supremo Tribunal Federal, em idêntica causa, que negou seguimento ao recurso. Decisão da Presidência deste Colégio Recursal que, de forma acertada, negou seguimento ao recurso extraordinário. Inteligência do art.
											 	




Agravo interno. Controvérsia decidida com fundamento em legislação infraconstitucional local cuja análise é inviável em sede de recurso extraordinário. Decisão monocrática do Excelso Supremo Tribunal Federal, em idêntica causa, que negou seguimento ao recurso. Decisão da Presidência deste Colégio Recursal que, de forma acertada, negou seguimento ao recurso extraordinário. Inteligência do art. 1.030, inciso I, ""a"", c/c art. 1.039, ambos do Código de Processo Civil/15. Agravo a que se nega provimento.",Heitor Moreira de Oliveira,Marília,2ª Turma Cível,24/11/2022,24/11/2022,
1022425-56.2022.8.26.0576,"EMBARGOS DE DECLARAÇÃO –  Ausente omissão, contradição e obscuridade –  Inadequação da via recursal para expressão de inconformismo ou para reforço de prequestionamento –  EMBARGOS REJEITADOS.

Ausente omissão, contradição ou obscuridade para sanar, rejeitam-se os embargos de declaração, observada a inadequação da via recursal para expressão de inconformismo, modificação do julgado ou mero
											 	




EMBARGOS DE DECLARAÇÃO –  Ausente omissão, contradição e obscuridade –  Inadequação da via recursal para expressão de inconformismo ou para reforço de prequestionamento –  EMBARGOS REJEITADOS.

Ausente omissão, contradição ou obscuridade para sanar, rejeitam-se os embargos de declaração, observada a inadequação da via recursal para expressão de inconformismo, modificação do julgado ou mero reforço de prequestionamento.",Vicente de Abreu Amadei,São José do Rio Preto,1ª Câmara de Direito Público,23/11/2022,23/11/2022,
1002628-85.2022.8.26.0482,"Direito Administrativo. Servidor Público Estadual. Delegado de Polícia. Pretensão de exclusão da Gratificação por Acúmulo de Titularidade GAT do redutor salarial do Poder Executivo. Possibilidade. Cumulação legítima de cargos. Necessidade de análise da remuneração de cada cargo, isoladamente. Vedação ao enriquecimento sem causa da Administração Pública. Sentença de procedência mantida.
											 	




Direito Administrativo. Servidor Público Estadual. Delegado de Polícia. Pretensão de exclusão da Gratificação por Acúmulo de Titularidade GAT do redutor salarial do Poder Executivo. Possibilidade. Cumulação legítima de cargos. Necessidade de análise da remuneração de cada cargo, isoladamente. Vedação ao enriquecimento sem causa da Administração Pública. Sentença de procedência mantida. Recurso a que se nega provimento.",Adriano Camargo Patussi,Presidente Prudente,4ª Turma Cível,23/11/2022,23/11/2022,
1012166-19.2022.8.26.0053,Embargos de declaração –  Efeito infringente –  inexistência de vícios no v. acórdão -  Recurso não provido.,Flavia Poyares Miranda,São Paulo,6ª Turma - Fazenda Pública,22/11/2022,22/11/2022,
1002118-51.2022.8.26.0101,Servidor Público. Remuneração. Teto constitucional. Não aplicação. Gratificação por Acumulo de Titularidade – GAT. Verba de natureza indenizatória. Cumulação legal. Subsunção ao Tema 377 do STF. Sentença mantida por seus próprios fundamentos. Recurso a que se nega provimento.,Fernanda Teixeira Salviano da Rocha,Caçapava,2º Turma Cível e Criminal,22/11/2022,22/11/2022,
1020228-91.2022.8.26.0071,"Recurso Inominado. Delegado de Polícia. Gratificação por Acúmulo de Titularidade (GAT). Redutor salarial. Não incidência de teto constitucional sobre verba de natureza indenizatória. Enriquecimento ilícito da Administração Pública. Questão já pacificada pelo STF no julgamento dos Recursos Extraordinários 602.043/MT (Tema n° 384) e 612.975/MT (Tema n° 377). Sentença de
											 	




Recurso Inominado. Delegado de Polícia. Gratificação por Acúmulo de Titularidade (GAT). Redutor salarial. Não incidência de teto constitucional sobre verba de natureza indenizatória. Enriquecimento ilícito da Administração Pública. Questão já pacificada pelo STF no julgamento dos Recursos Extraordinários 602.043/MT (Tema n° 384) e 612.975/MT (Tema n° 377). Sentença de procedência mantida. Recurso desprovido.",Rodrigo Otávio Machado de Melo,Bauru,2ª Turma Cível,21/11/2022,21/11/2022,
3000107-90.2022.8.26.9000,AGRAVO DE INSTRUMENTO. GAT. CUMULAÇÃO LÍCITA DE CARGOS. NÃO INCIDÊNCIA DO TETO REMUNERATÓRIO. TEMA Nº 377 STF. RECURSO DESPROVIDO.,Larissa Kruger Vatzco,São Paulo,6ª Turma - Fazenda Pública,21/11/2022,21/11/2022,
1024764-85.2022.8.26.0576,"APELAÇÃO CÍVEL –  Ação de procedimento comum –  Servidor estadual - Delegado de Polícia –  Demanda na qual postula o pagamento da Gratificação por Acúmulo de Titularidade (GAT), instituída pela LE nº 1.020/2007 - Sentença de procedência –  Cumulação legítima de cargos ou funções - Redutor que deve incidir de forma isolada nas remunerações relativas ao cargo e função acumulados -
											 	




APELAÇÃO CÍVEL –  Ação de procedimento comum –  Servidor estadual - Delegado de Polícia –  Demanda na qual postula o pagamento da Gratificação por Acúmulo de Titularidade (GAT), instituída pela LE nº 1.020/2007 - Sentença de procedência –  Cumulação legítima de cargos ou funções - Redutor que deve incidir de forma isolada nas remunerações relativas ao cargo e função acumulados - Entendimento sedimentado pelo E. Supremo Tribunal Federal no julgamento dos Temas nº 377 e 384 de Repercussão Geral - Sentença mantida - Recurso desprovido.",Eduardo Gouvêa,São José do Rio Preto,7ª Câmara de Direito Público,20/11/2022,20/11/2022,
1009789-75.2022.8.26.0053,"""Recurso inominado - Remuneração - Delegado de polícia - Teto remuneratório –  Exclusão da GAT - gratificação por acúmulo de titularidade - do cômputo total das verbas que compõem seus vencimentos, para fins de incidência do redutor salarial – EC 41/03–– Aplicação do entendimento fixado em definitivo pelo STF no tema 377 de repercussão geral – Constituição Federal que autoriza a
											 	




""Recurso inominado - Remuneração - Delegado de polícia - Teto remuneratório –  Exclusão da GAT - gratificação por acúmulo de titularidade - do cômputo total das verbas que compõem seus vencimentos, para fins de incidência do redutor salarial – EC 41/03–– Aplicação do entendimento fixado em definitivo pelo STF no tema 377 de repercussão geral – Constituição Federal que autoriza a cumulação de cargos nesse caso, devendo o teto constitucional incidir individualmente para cada uma das remunerações, e não cumulativamente – Sentença de procedência mantida. Recurso desprovido"".",Carlos Eduardo Borges Fantacini,São Paulo,4ª Turma - Fazenda Pública,18/11/2022,18/11/2022,
1040167-14.2022.8.26.0053,"Agravo Interno em Recurso Extraordinário – Gratificação por Acúmulo de Titularidade – GAT – Instituída pela Lei Complementar Estadual de nº 1.020, de 23 de outubro de 2007, com o propósito de remunerar os Delegados de Polícia que respondam cumulativamente pelo comando de unidades e equipes operacionais e de plantão dos órgãos de execução da Polícia Civil - Necessidade de análise da
											 	




Agravo Interno em Recurso Extraordinário – Gratificação por Acúmulo de Titularidade – GAT – Instituída pela Lei Complementar Estadual de nº 1.020, de 23 de outubro de 2007, com o propósito de remunerar os Delegados de Polícia que respondam cumulativamente pelo comando de unidades e equipes operacionais e de plantão dos órgãos de execução da Polícia Civil - Necessidade de análise da legislação local, o que é vedado pela Súmula 280 - Cumulação de cargos admitida impõe a consideração independente das remunerações para fins de aferição do teto constitucional, nos termos do Tema de repercussão geral nº 377 – Decisão recorrida motivada – Recurso não provido.",Domingos de Siqueira Frascino,São Paulo,5ª Turma - Fazenda Pública,18/11/2022,18/11/2022,
1001619-98.2022.8.26.0220,"EMBARGOS DE DECLARAÇÃO. FAZENDA ESTADUAL - GAT - Teto remuneratório - Omissão, contradição e obscuridade – Inocorrência - Finalidade de prequestionamento de matéria de índole constitucional - Desnecessária manifestação expressa sobre os artigos mencionados - Embargos de declaração sujeitos aos limites traçados pelo artigo 1.022 do Código de Processo Civil - Embargos rejeitados",José Marques de Lacerda,Guaratinguetá,2ª Turma Cível e Criminal,18/11/2022,18/11/2022,
1003310-50.2022.8.26.0220,"EMBARGOS DE DECLARAÇÃO. FAZENDA ESTADUAL - GAT - Teto remuneratório - Omissão, contradição e obscuridade – Inocorrência - Finalidade de prequestionamento de matéria de índole constitucional - Desnecessária manifestação expressa sobre os artigos mencionados - Embargos de declaração sujeitos aos limites traçados pelo artigo 1.022 do Código de Processo Civil - Embargos rejeitados",José Marques de Lacerda,Guaratinguetá,2ª Turma Cível e Criminal,18/11/2022,18/11/2022,
1000476-92.2022.8.26.0311,"AGRAVO INTERNO - GRATIFICAÇÃO DE ACÚMULO DE TITULARIDADE (GAT), INSTITUÍDA PELA LEI COMPLEMENTAR ESTADUAL Nº 1.020/2007 - CONSTITUIÇÃO FEDERAL QUE AUTORIZA A CUMULAÇÃO DE CARGOS NESSE CASO, DEVENDO O TETO CONSTITUCIONAL INCIDIR INDIVIDUALMENTE PARA CADA UMA DAS REMUNERAÇÕES, E NÃO CUMULATIVAMENTE QUESTÃO JÁ PACIFICADA PELO EXCELSO SUPREMO TRIBUNAL FEDERAL NO JULGAMENTO DO
											 	






AGRAVO INTERNO - GRATIFICAÇÃO DE ACÚMULO DE TITULARIDADE (GAT), INSTITUÍDA PELA LEI COMPLEMENTAR ESTADUAL Nº 1.020/2007 - CONSTITUIÇÃO FEDERAL QUE AUTORIZA A CUMULAÇÃO DE CARGOS NESSE CASO, DEVENDO O TETO CONSTITUCIONAL INCIDIR INDIVIDUALMENTE PARA CADA UMA DAS REMUNERAÇÕES, E NÃO CUMULATIVAMENTE QUESTÃO JÁ PACIFICADA PELO EXCELSO SUPREMO TRIBUNAL FEDERAL NO JULGAMENTO DO RECURSO EXTRAORDINÁRIO 612.975/MT (TEMA N° 377) - MANUTENÇÃO DO DECIDIDO - AGRAVO INTERNO IMPROVIDO.",Rodrigo Antonio Menegatti,Junqueirópolis,Turma Recursal Cível e Criminal,17/11/2022,17/11/2022,
1002066-18.2022.8.26.0081,"Recurso Inominado. Servidor Público. Delegado de Polícia. GAT. Inclusão da Gratificação por Acúmulo de Titularidade no conceito de remuneração – Impossibilidade. Trata-se de verba indenizatória, derivada da acumulação de cargos - Sentença confirmada por seus próprios fundamentos - Artigo 46 da lei nº 9.099/95 - Artigo 252 do RITJSP aplicável por analogia - Recurso Improvido",Guilherme Facchini Bocchi Azevedo,Adamantina,1ª Turma Cível e Criminal,16/11/2022,16/11/2022,
1036961-89.2022.8.26.0053,"Recurso Inominado. 

DELEGADO DE POLÍCIA –  GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE (GAT) - TETO CONSTITUCIONAL REMUNERATÓRIO.

Pretensão do autor de exclusão da Gratificação por Acúmulo de Titularidade (GAT) do cômputo total das verbas que compõem seus vencimentos, para fins de incidência do Redutor Salarial da Emenda Constitucional 41/03 –  Possibilidade – 
											 	




Recurso Inominado. 

DELEGADO DE POLÍCIA –  GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE (GAT) - TETO CONSTITUCIONAL REMUNERATÓRIO.

Pretensão do autor de exclusão da Gratificação por Acúmulo de Titularidade (GAT) do cômputo total das verbas que compõem seus vencimentos, para fins de incidência do Redutor Salarial da Emenda Constitucional 41/03 –  Possibilidade –  Constituição Federal que autoriza a cumulação de cargos nesse caso, devendo o Teto Constitucional incidir individualmente para cada uma das remunerações, e não cumulativamente –  Tema 377 STF –  Descontos a título de redutor salarial que não se justificam –  Vedação de enriquecimento ilícito da Administração - Verba alimentar –  Descontos que devem cessar, com devolução dos valores já descontados –  Sentença de procedência mantida.
 
Nega-se provimento ao recurso.",Sidney da Silva Braga,São Paulo,4ª Turma - Fazenda Pública,16/11/2022,16/11/2022,
1055759-18.2021.8.26.0576,"SERVIDOR PÚBLICO. Delegado de Polícia. Cumulação com função de professor da Academia da Polícia. Pretensão a que a ré se abstenha de aplicar o teto remuneratório sobre o somatório de seus vencimentos. Admissibilidade. Cumulação legítima do cargo de Delegado de Polícia com a função de professor, prevista no art. 37, XVI, ""b"", da CF. Aplicação do decidido em repercussão geral pelo Supremo
											 	




SERVIDOR PÚBLICO. Delegado de Polícia. Cumulação com função de professor da Academia da Polícia. Pretensão a que a ré se abstenha de aplicar o teto remuneratório sobre o somatório de seus vencimentos. Admissibilidade. Cumulação legítima do cargo de Delegado de Polícia com a função de professor, prevista no art. 37, XVI, ""b"", da CF. Aplicação do decidido em repercussão geral pelo Supremo Tribunal Federal nos RE 612975/MT e RE 602043/MT. Preliminares de ilegitimidade passiva e carência de ação rejeitadas. Verbas indenizatórias (auxílio alimentação e GAT) que não devem ser consideradas na aplicação do teto remuneratório. Bonificação por resultados que se sujeita ao teto, por não ter caráter indenizatório. Sentença que concedeu a segurança. Recurso do autor parcialmente provido para afastar a incidência do teto remuneratório sobre as verbas indenizatórias. Recursos oficial, considerado interposto, e voluntário do Estado de São Paulo parcialmente providos para determinar a observância da EC 113/2021 no cálculo da correção monetária e juros das parcelas em atraso.",Antonio Carlos Villen,São José do Rio Preto,10ª Câmara de Direito Público,16/11/2022,16/11/2022,
1071509-77.2021.8.26.0053,"Recurso inominado –  Teto remuneratório- Pretensão de afastar a incidência do teto remuneratório (art. 37, XI, da CF, com redação dada pela EC 41/03) sobre Gratificação por Acúmulo de Titularidade - GAT- Natureza remuneratória - Cumulação legítima de função –  Redutor deve incidir de forma isolada nas remunerações ao cargo e função acumuladas –  Temas n. 377 e 384 do
											 	




Recurso inominado –  Teto remuneratório- Pretensão de afastar a incidência do teto remuneratório (art. 37, XI, da CF, com redação dada pela EC 41/03) sobre Gratificação por Acúmulo de Titularidade - GAT- Natureza remuneratória - Cumulação legítima de função –  Redutor deve incidir de forma isolada nas remunerações ao cargo e função acumuladas –  Temas n. 377 e 384 do STF - Sentença de procedência mantida por seus próprios fundamentos. Recurso não provido.",Evandro Carlos de Oliveira,São Paulo,5ª Turma - Fazenda Pública,16/11/2022,16/11/2022,
1006994-70.2022.8.26.0482,Recurso Inominado. Delegado de Polícia. Gratificação por Acúmulo de Titularidade (GAT). Natureza indenizatória. Não aplicação do redutor salarial. Cumulação de cargos remunerados de forma isolada. Entendimento do STF. Vedação ao enriquecimento ilícito da Administração Pública.  Recurso improvido. Sentença mantida.,Sérgio Elorza Barbosa de Moraes,Presidente Prudente,1ª Turma,16/11/2022,16/11/2022,
1009106-12.2022.8.26.0482,Recurso Inominado. Delegado de Polícia. Gratificação por Acúmulo de Titularidade (GAT). Natureza indenizatória. Não aplicação do redutor salarial. Cumulação de cargos remunerados de forma isolada. Entendimento do STF. Vedação ao enriquecimento ilícito da Administração Pública.  Recurso improvido. Sentença mantida.,Sérgio Elorza Barbosa de Moraes,Presidente Prudente,1ª Turma,16/11/2022,16/11/2022,
1030540-20.2021.8.26.0053,"Recurso inominado. Gratificação por Acúmulo de Titularidade (GAT). Verba concedida a Delegados de Polícia que acumulam o comando de unidades e equipes distintas. LCE nº 1.020/2007, que a institui, evidencia seu caráter eventual, transitório e propter laborem, sendo não incorporável aos vencimentos e isenta de contribuição previdenciária. Natureza indenizatória da gratificação, o que a
											 	




Recurso inominado. Gratificação por Acúmulo de Titularidade (GAT). Verba concedida a Delegados de Polícia que acumulam o comando de unidades e equipes distintas. LCE nº 1.020/2007, que a institui, evidencia seu caráter eventual, transitório e propter laborem, sendo não incorporável aos vencimentos e isenta de contribuição previdenciária. Natureza indenizatória da gratificação, o que a afasta do cômputo da integralidade da remuneração para fins de aplicação do teto remuneratório constitucional, nos termos do art. 37, §11º, da Constituição Federal. Ainda que assim não fosse, a cumulação de cargos e funções é legítima e, nessas hipóteses, a remuneração é considerada individualmente para submissão ao teto remuneratório. Tese firmada nos Temas 377 e 384 do STF. Entendimento contrário enseja enriquecimento indevido em prol da Administração Pública e afronta ao princípio da isonomia. Precedentes deste Colégio Recursal. Recurso não provido.",Jayme Garcia dos Santos Junior,São Paulo,3ª Turma - Fazenda Pública,11/11/2022,11/11/2022,
1028796-53.2022.8.26.0053,"AGRAVO INTERNO. Irresignação contra r. decisão da E. Presidência do Colégio Recursal que inadmitiu o processamento de Recurso Extraordinário. Acórdão recorrido que se encontra em consonância com o entendimento assentado pelo C. Supremo Tribunal Federal em sede de repercussão geral (Temas nºs. 377 e nº 384). Precedentes do Pretório Excelso envolvendo mesmo contexto fático-jurídico. Negado
											 	




AGRAVO INTERNO. Irresignação contra r. decisão da E. Presidência do Colégio Recursal que inadmitiu o processamento de Recurso Extraordinário. Acórdão recorrido que se encontra em consonância com o entendimento assentado pelo C. Supremo Tribunal Federal em sede de repercussão geral (Temas nºs. 377 e nº 384). Precedentes do Pretório Excelso envolvendo mesmo contexto fático-jurídico. Negado seguimento ao recurso extraordinário. Inteligência do artigo 1.030, inciso I, alínea ""a"", do Código de Processo Civil. Decisão mantida. Recurso não provido.",Renata Pinto Lima Zanetta,São Paulo,7ª Turma - Fazenda Pública,11/11/2022,11/11/2022,
1001639-03.2022.8.26.0572,"Recurso inominado. Delegado de Polícia. Gratificação por Acúmulo de Titularidade GAT. Lei Complementar Estadual nº 1.020/2007. Remuneração devida pela acumulação de titularidade. Não incidência do teto constitucional. Verba de natureza indenizatória. Não incidência do redutor salarial sobre parcela indenizatória. Enriquecimento ilícito da Administração Pública e ofensa aos
											 	




Recurso inominado. Delegado de Polícia. Gratificação por Acúmulo de Titularidade GAT. Lei Complementar Estadual nº 1.020/2007. Remuneração devida pela acumulação de titularidade. Não incidência do teto constitucional. Verba de natureza indenizatória. Não incidência do redutor salarial sobre parcela indenizatória. Enriquecimento ilícito da Administração Pública e ofensa aos Princípios da Isonomia e da Hierarquia das Normas. Supremo Tribunal Federal já pacificou entendimento de que, nos casos de acumulação legítima de cargos, as remunerações devem ser isoladamente consideradas para fim de submissão ao teto Constitucional. Reforma da sentença. Recurso provido.",Augusto Rachid Reis Bittencourt Silva,São Joaquim da Barra,Turma Recursal Cível e Criminal,11/11/2022,11/11/2022,
1003114-14.2022.8.26.0048,SERVIDOR PÚBLICO – DELEGADO DE POLÍCIA – GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADES (GAT) - Natureza indenizatória - Impossibilidade de redução da quantia recebida por conta de teto salarial – Sentença mantida – Recurso desprovido.,José Augusto Nardy Marzagão,Atibaia,1ª Turma Cível e Criminal,09/11/2022,09/11/2022,
1001035-32.2022.8.26.0058,"Recurso Inominado – Delegado de Policia - GAT – Cumulação de funções – Verba devida – Verba de caráter remuneratório - Não submissão ao teto constitucional - Sentença confirmada pelos seus próprios fundamentos – Inteligência do art. 46, segunda parte, da LJE - Recurso conhecido e desprovido.",Leandro Eburneo Laposta,Agudos,1ª Turma Cível,09/11/2022,09/11/2022,
1019673-31.2022.8.26.0053,"Agravo Interno contra despacho denegatório de Recurso Extraordinário - Decisão do Presidente do Colégio Recursal aplicando tese fixada em repercussão geral – Tema 377 STF - Delegado de Polícia - Gratificação por Acúmulo de Titularidade (GAT) - Reconhecimento da natureza indenizatória Observância do teto remuneratório afastada -  Ausência de condições de admissibilidade -
											 	




Agravo Interno contra despacho denegatório de Recurso Extraordinário - Decisão do Presidente do Colégio Recursal aplicando tese fixada em repercussão geral – Tema 377 STF - Delegado de Polícia - Gratificação por Acúmulo de Titularidade (GAT) - Reconhecimento da natureza indenizatória Observância do teto remuneratório afastada -  Ausência de condições de admissibilidade - Inteligência do art. 1.030, I, ""a"", do Código de Processo Civil - Decisão mantida - Recurso desprovido.",Paula Fernanda de Souza Vasconcelos Navarro,São Paulo,5ª Turma - Fazenda Pública,09/11/2022,09/11/2022,
1039511-57.2022.8.26.0053,"RECURSO INOMINADO. Delegado de Polícia. Teto remuneratório constitucional. Pretensão visando a declaração de inaplicabilidade do redutor salarial previsto na Emenda Constitucional 41/2003 sobre os vencimentos da Gratificação por Acúmulo de Titularidade (GAT). Acúmulo De Titularidade (GAT) que possui natureza indenizatória. Não submissão ao teto constitucional.
											 	




RECURSO INOMINADO. Delegado de Polícia. Teto remuneratório constitucional. Pretensão visando a declaração de inaplicabilidade do redutor salarial previsto na Emenda Constitucional 41/2003 sobre os vencimentos da Gratificação por Acúmulo de Titularidade (GAT). Acúmulo De Titularidade (GAT) que possui natureza indenizatória. Não submissão ao teto constitucional. Sentença de procedência mantida. Recurso improvido.",Adilson Araki Ribeiro,São Paulo,1ª Turma - Fazenda Pública,09/11/2022,09/11/2022,
3000099-16.2022.8.26.9000,AGRAVO DE INSTRUMENTO – DELEGADO DE POLÍCIA - GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE – GAT – VERBA QUE NÃO PODE SER CONSIDERADA PARA ABATIMENTO DOS VENCIMENTOS QUE SUPEREM O TETO CONSTITUCIONAL – RECURSO DA FESP NÃO PROVIDO.,Simone Gomes Rodrigues Casoretti,São Paulo,2ª Turma - Fazenda Pública,06/11/2022,06/11/2022,
1002291-14.2020.8.26.0338,"Agravo interposto contra decisão que negou seguimento a recurso extraordinário Acórdão em conformidade com entendimento do Supremo Tribunal Federal exarado no regime de julgamento de Recursos Repetitivos - Incidência do teto constitucional na hipótese de acumulação de cargos (Gratificação de Acúmulo de Titularidade) – Identidade da situação analisada nos Temas n° 377 e 384 e daquela
											 	




Agravo interposto contra decisão que negou seguimento a recurso extraordinário Acórdão em conformidade com entendimento do Supremo Tribunal Federal exarado no regime de julgamento de Recursos Repetitivos - Incidência do teto constitucional na hipótese de acumulação de cargos (Gratificação de Acúmulo de Titularidade) – Identidade da situação analisada nos Temas n° 377 e 384 e daquela objeto destes autos – Negativa de seguimento que se impunha – Inteligência do art. 1.030, I, ""b"", do CPC - Decisão mantida - Agravo não provido.",Patricia Soares de Albuquerque,Mairiporã,2ª Turma Cível,05/11/2022,05/11/2022,
1011666-50.2022.8.26.0053,"APELAÇÃO CÍVEL –  MANDADO DE SEGURANÇA –  Delegada de Polícia –  Pretensão ao afastamento do teto constitucional sobre os valores recebidos a título de GAT - Gratificação por Acúmulo de Titularidade (Lei Complementar Estadual nº 1.020/2007) –  Possibilidade –  Aplicação da tese firmada no julgamento dos Temas 377 e 384 de Repercussão Geral do E. Supremo Tribunal Federal – 
											 	






APELAÇÃO CÍVEL –  MANDADO DE SEGURANÇA –  Delegada de Polícia –  Pretensão ao afastamento do teto constitucional sobre os valores recebidos a título de GAT - Gratificação por Acúmulo de Titularidade (Lei Complementar Estadual nº 1.020/2007) –  Possibilidade –  Aplicação da tese firmada no julgamento dos Temas 377 e 384 de Repercussão Geral do E. Supremo Tribunal Federal –  Precedentes deste C. Tribunal de Justiça –  Segurança concedida –  Sentença mantida –  Reexame necessário e recurso voluntário desprovidos.",Osvaldo de Oliveira,São Paulo,12ª Câmara de Direito Público,04/11/2022,04/11/2022,
1004167-08.2021.8.26.0196,Agravo Interno contra decisão denegatória de seguimento ao Recurso Extraordinário. Questão já decidida pelo STF em sede de repercussão geral (TEMA 377). Questão infraconstitucional e fundada em direito local. Súmula 280/STF. Revisão do posicionamento da Turma Julgadora através do reexame fático. Súmula 279/STF. Improvimento do Recurso.,Fernando da Fonseca Gajardoni,Franca,1ª Turma Recursal Cível,27/10/2022,03/11/2022,
1022425-56.2022.8.26.0576,"APELAÇÃO e REEXAME NECESSÁRIO –  Mandado de segurança - Delegado de Polícia - Percepção dos vencimentos regulares e da gratificação por acúmulo de titularidade (GAT), instituída pela Lei Complementar Estadual n. 1.020/2007 –  Decreto nº 53.317/2008 sem força para restringir o direito constante na referida lei complementar –  Discussão sobre a incidência separada do teto do
											 	




APELAÇÃO e REEXAME NECESSÁRIO –  Mandado de segurança - Delegado de Polícia - Percepção dos vencimentos regulares e da gratificação por acúmulo de titularidade (GAT), instituída pela Lei Complementar Estadual n. 1.020/2007 –  Decreto nº 53.317/2008 sem força para restringir o direito constante na referida lei complementar –  Discussão sobre a incidência separada do teto do funcionalismo sobre remuneração recebida pelo cargo titular de Delegado de Polícia e da gratificação por acúmulo de titularidade recebido em razão de designação de função em outras Delegacias de Polícia, quando em substituição em plantões, férias e afastamentos dos titulares –  Temas nº 377 e nº 384 do STF –  Redutor que deve incidir de forma isolada nas remunerações do cargo e da função cumuladas –  Sentença de concessão da segurança mantida –  RECURSO VOLUNTÁRIO E REEXAME NECESSÁRIO NÃO PROVIDOS. 

O teto remuneratório deve incidir de forma isolada na remuneração pelo cargo titular e na Gratificação por Acúmulo de Titularidade (GAT) relativa ao exercício de função, por designação, em outras delegacias de polícia.",Vicente de Abreu Amadei,São José do Rio Preto,1ª Câmara de Direito Público,01/11/2022,01/11/2022,
1020688-35.2022.8.26.0053,"""Agravo Interno – Insistência da Fazenda na subida do Recurso Extraordinário – Descabimento – Aplicação do entendimento fixado em definitivo pelo STF no tema 377 de repercussão geral - Delegado de polícia – Teto remuneratório - Exclusão da GAT - gratificação por acúmulo de titularidade - do cômputo total das verbas que compõem seus vencimentos, para fins de incidência do redutor
											 	




""Agravo Interno – Insistência da Fazenda na subida do Recurso Extraordinário – Descabimento – Aplicação do entendimento fixado em definitivo pelo STF no tema 377 de repercussão geral - Delegado de polícia – Teto remuneratório - Exclusão da GAT - gratificação por acúmulo de titularidade - do cômputo total das verbas que compõem seus vencimentos, para fins de incidência do redutor salarial – EC 41/03  - Constituição Federal que autoriza a cumulação de cargos nesse caso, devendo o teto constitucional incidir individualmente para cada uma das remunerações, e não cumulativamente – Decisão da presidência mantida. Recurso desprovido"".",Carlos Eduardo Borges Fantacini,São Paulo,4ª Turma - Fazenda Pública,01/11/2022,01/11/2022,
1008214-75.2022.8.26.0071,Embargos de declaração com finalidade de prequestionamento – Ausência das hipóteses elencadas no art. 1022 do CPC - Objetiva a embargante a rediscussão de matéria já decidida –  Embargos de declaração rejeitados.,Daniele Mendes de Melo,Bauru,1ª Turma Cível,01/11/2022,01/11/2022,
1010640-60.2022.8.26.0071,Embargos de declaração com finalidade de prequestionamento – Ausência das hipóteses elencadas no art. 1022 do CPC - Objetiva a embargante a rediscussão de matéria já decidida –  Embargos de declaração rejeitados.,Daniele Mendes de Melo,Bauru,1ª Turma Cível,01/11/2022,01/11/2022,
1035003-68.2022.8.26.0053,"Recurso inominado –  Delegado de Polícia – Gratificação de Acúmulo de Titularidade (GAT)  - Verba de natureza indenizatória – Precedentes – Exclusão do teto remuneratório previsto no art. 37, inc. XI, da Constituição Federal - Recurso não provido.",Henrique Dada Paiva,São Paulo,3ª Turma - Fazenda Pública,01/11/2022,01/11/2022,
1011345-42.2020.8.26.0196,"""Agravo Interno interposto contra decisão que negou seguimento a recurso extraordinário. Acórdão em conformidade com entendimento do Supremo Tribunal Federal exarado no regime de julgamento de Recursos Repetitivos Incidência do teto constitucional na hipótese de acumulação de cargos (Gratificação de Acúmulo de Titularidade) –  Identidade da situação analisada nos Temas n° 377 e 384 e
											 	




""Agravo Interno interposto contra decisão que negou seguimento a recurso extraordinário. Acórdão em conformidade com entendimento do Supremo Tribunal Federal exarado no regime de julgamento de Recursos Repetitivos Incidência do teto constitucional na hipótese de acumulação de cargos (Gratificação de Acúmulo de Titularidade) –  Identidade da situação analisada nos Temas n° 377 e 384 e daquela objeto destes autos –  Negativa de seguimento que se impunha –  Inteligência do art. 1.030, I, ""b"", do CPC - Decisão mantida. Agravo não provido"".",Paulo Sérgio Jorge Filho,Franca,2ª Turma Recursal Cível,27/10/2022,01/11/2022,
